"","tried_influence","attend_rally","work_party","wear_button","give_money_party","campaign_participation","discuss","give_money_campaign","volunteer","community_work","community_meeting","vote_in_primary","trust_others","satisfied_life","understand_issues","too_complicated","age","hisp","empl","own_home","married","class_conscious","PARTY_ID","better_off_econ1","STATEFIPS","money_stocks","born_again","college","black","female","inc_firstthird","inc_upperthird","lgbt","middleclass","jewish","catholic","protestant","nonreligious","knowl","str_PARTY","agesq","Consistency","Extremity","ideo_ext","ideo_label","ideo_score","Position","year","respondent","unique_id","wt1","wt2","wt3","complete_pre","complete_post","census_region","Action_Score"
"4117",1,1,1,1,1,0,1,0,2,0,0,1,0,1,0,0,49,0,1,1,1,1,"6",2,"6",1,2,1,0,1,0,0,0,1,0,0,0,1,0,1,2401,0.338182270214936,0.628745230174353,0,"moderate",4.2283183246367,0.628745230174353,"2012",1572,20121572,0.0797,0.0797,0.0797,1,1,"4",9
"4119",1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,84,0,5,1,0,1,"5",3,"12",0,2,0,0,1,1,0,0,1,0,1,0,0,1,0,7056,0.264064297293669,0.409854684803575,0,"moderate",3.12052688232768,0.409854684803575,"2012",1573,20121573,0.104,0.104,0.104,1,1,"4",9
"4120",1,1,1,1,1,0,1,0,2,0,0,2,1,1,1,1,27,0,1,0,0,0,"1",3,"12",0,2,0,1,1,1,0,0,0,0,0,0,1,1,1,729,0.262878412077965,0.0743452192587665,0,"moderate",0.670021269220823,-0.0743452192587665,"2012",1574,20121574,0.1955,0.1955,0.1955,1,1,"4",10
"4121",1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,41,0,1,0,0,1,"3",4,"12",0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1681,0.596209342993553,0.726869210641632,0,"moderate",-2.63236208557788,-0.726869210641632,"2012",1576,20121576,0.3732,0.3732,0.3732,1,1,"4",9
"4122",0,0,1,0,1,3,1,0,1,1,1,2,1,1,0,0,42,0,1,1,1,1,"5",2,"13",1,2,1,0,0,0,1,0,1,0,0,0,1,1,0,1764,0.519425526013007,0.569928402411989,0,"moderate",3.93065001580892,0.569928402411989,"2012",1577,20121577,0.1337,0.1337,0.1337,1,1,"4",11
"4124",0,1,1,1,1,1,1,0,2,0,0,2,0,1,0,0,33,0,1,1,1,1,"5",4,"13",1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1089,0.551602927647924,0.869628832608495,0,"moderate",-3.35485965738609,-0.869628832608495,"2012",1579,20121579,3.3776,3.3776,3.3776,1,1,"3",10
"4125",0,1,1,0,0,3,1,1,1,1,1,2,1,1,0,0,56,0,1,1,1,1,"1",4,"13",0,2,1,0,0,0,1,0,1,0,1,0,0,1,1,3136,0.425793716689208,0.84721040281353,0,"moderate",5.33395698199533,0.84721040281353,"2012",1580,20121580,2.511,2.511,2.511,1,1,"3",12
"4127",1,1,1,1,1,0,1,0,2,0,0,2,1,1,0,0,36,0,7,1,1,0,"6",4,"13",0,2,1,0,1,0,0,0,0,0,0,1,0,1,1,1296,0.40270253882475,1.16438794267154,0,"moderate",-4.84661718906641,-1.16438794267154,"2012",1582,20121582,1.3405,1.3405,1.3405,1,1,"3",10
"4128",1,1,1,1,1,0,1,0,2,0,0,2,1,0,1,1,41,0,1,0,0,1,"6",4,"13",1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1681,0.514082869090901,0.183790859988368,0,"moderate",0.116123685417431,-0.183790859988368,"2012",1583,20121583,2.3185,2.3185,2.3185,1,1,"3",10
"4129",1,1,1,1,1,0,1,0,1,1,0,2,1,1,1,1,51,0,1,1,1,1,"7",2,"53",1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,2601,0.521750800307515,0.298411349310473,0,"moderate",-0.46396348540677,-0.298411349310473,"2008",398,20080398,0.7345,0.7345,0.7345,1,1,"4",10
"4130",1,0,1,1,1,1,0,0,2,0,0,2,1,1,1,0,52,0,1,0,0,1,"6",4,"42",0,2,1,0,1,1,0,0,1,0,1,0,0,1,1,2704,0.448683043146797,0.102689189161297,0,"moderate",0.526574199609382,-0.102689189161297,"2012",1584,20121584,1.7151,1.7151,1.7151,1,1,"3",9
"4131",1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,56,0,1,1,0,1,"1",3,"13",0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,3136,0.158994589533995,0.218654007430689,0,"moderate",2.1528721405544,0.218654007430689,"2012",1585,20121585,1.5041,1.5041,1.5041,1,1,"3",9
"4133",1,1,1,1,1,0,1,0,2,0,0,1,1,1,0,1,53,1,1,1,1,0,"6",4,"13",1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2809,0.502585898937302,0.239761845405495,0,"moderate",-0.16714199221916,-0.239761845405495,"2012",1587,20121587,0.1141,0.1141,0.1141,1,1,"4",9
"4134",0,1,1,0,1,2,1,0,1,1,1,1,1,0,0,0,25,0,8,1,0,0,"1",3,"17",0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,625,0.560159617052175,1.16029336869445,0,"moderate",-4.82589480471653,-1.16029336869445,"2012",1588,20121588,0.1627,0.1627,0.1627,1,1,"4",10
"4136",0,1,0,0,1,3,1,0,1,1,0,1,0,1,1,0,32,0,4,1,0,0,"2",2,"17",0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1024,0.523045199140595,0.873927444474048,0,"moderate",-3.37661466480498,-0.873927444474048,"2012",1590,20121590,0.1052,0.1052,0.1052,1,1,"4",9
"4137",1,1,1,0,1,1,1,0,2,0,0,1,0,1,0,0,37,0,1,0,0,0,"1",3,"17",0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1369,0.549302563640473,0.662074272736154,0,"moderate",-2.30443893295817,-0.662074272736154,"2012",1591,20121591,0.3008,0.3008,0.3008,1,1,"4",9
"4139",0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,34,0,7,0,1,1,"7",4,"17",0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1156,0.43781710855697,1.69840764842512,1,"left",-7.549257721375,-1.69840764842512,"2012",1593,20121593,0.1753,0.1753,0.1753,1,1,"4",8
"4141",1,1,1,0,1,1,0,0,2,0,0,1,1,1,0,0,33,0,1,0,1,1,"7",5,"17",1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1089,0.469408541442268,1.36795352812804,1,"left",-5.87684996195909,-1.36795352812804,"2012",1594,20121594,0.2745,0.2745,0.2745,1,1,"4",8
"4142",1,1,1,1,1,0,0,0,2,0,0,2,0,1,0,0,55,0,6,0,0,1,"4",5,"17",0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,3025,0.550254527373962,2.70991883535721,1,"left",-12.6684529556192,-2.70991883535721,"2012",1595,20121595,0.1751,0.1751,0.1751,1,1,"4",9
"4144",1,1,1,0,0,2,1,1,2,0,0,2,1,1,0,1,62,0,6,1,0,0,"4",3,"17",0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,3844,0.377666168406501,1.03774145039779,0,"moderate",-4.20566716492683,-1.03774145039779,"2012",1597,20121597,0.1068,0.1068,0.1068,1,1,"4",11
"4145",0,1,1,1,1,1,1,0,2,0,0,1,0,1,0,0,64,0,7,1,1,1,"2",4,"17",0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,4096,0.415656986436684,1.27682132168205,0,"moderate",-5.41563553057012,-1.27682132168205,"2012",1598,20121598,2.6962,2.6962,2.6962,1,1,"3",9
"4146",1,1,1,1,1,0,0,0,1,0,0,2,0,1,1,1,90,0,5,1,1,1,"6",3,"6",1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,8100,0.438771377643113,0.416090023966036,0,"moderate",-1.05952794208478,-0.416090023966036,"2012",1599,20121599,1.6885,1.6885,1.6885,1,1,"3",8
"4147",0,1,1,1,1,1,1,0,1,1,1,2,1,1,0,1,59,0,7,1,1,1,"1",4,"6",1,2,1,0,1,0,1,0,1,0,1,0,0,1,1,3481,0.565233788157608,1.21178028594311,0,"moderate",-5.0864668921145,-1.21178028594311,"2012",1600,20121600,0.884,0.884,0.884,1,1,"3",11
"4149",1,1,1,1,1,0,1,0,1,1,0,2,1,1,0,0,54,0,6,1,0,1,"1",2,"17",0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,2916,0.37509134665338,1.56307832640169,1,"left",-6.86436443565955,-1.56307832640169,"2012",1603,20121603,2.0832,2.0832,2.0832,1,1,"3",10
"4151",0,1,1,1,1,1,1,0,2,0,0,2,1,1,0,1,34,0,1,1,0,1,"2",3,"22",0,2,0,1,1,0,0,0,0,0,0,1,0,1,1,1156,0.39534941980674,2.05020150589596,1,"right",11.4222201681061,2.05020150589596,"2008",39,20080039,1.0596,1.0596,1.0596,1,1,"4",10
"4152",0,1,1,1,1,1,1,0,2,0,1,1,1,1,0,0,38,0,1,1,1,0,"7",4,"6",0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1444,0.401261527051497,0.898730193062309,0,"moderate",-3.50213983349272,-0.898730193062309,"2008",400,20080400,0.5529,0.5529,0.5529,1,1,"4",10
"4153",1,0,1,1,0,2,1,1,1,1,0,1,0,1,0,0,41,0,1,1,1,0,"3",4,"17",0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1681,0.632141441656361,0.907817606346937,0,"moderate",-3.54813066718718,-0.907817606346937,"2012",1606,20121606,0.6821,0.6821,0.6821,1,1,"3",10
"4157",1,1,1,1,0,1,1,1,2,1,0,1,1,0,1,1,46,1,6,0,0,1,"2",2,"17",0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,2116,0.53629660254966,0.734540576375099,0,"moderate",-2.67118639064762,-0.734540576375099,"2012",1610,20121610,1.4455,1.4455,1.4455,1,1,"3",11
"4158",0,1,1,0,1,2,1,0,1,0,1,2,1,1,1,0,75,0,5,1,1,1,"7",3,"4",0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,5625,0.383901856610236,0.166851837256485,0,"moderate",1.89070457769867,0.166851837256485,"2012",1611,20121611,2.097,2.097,2.097,1,1,"3",10
"4159",1,1,1,1,1,0,0,0,2,0,0,2,0,1,0,1,32,0,1,1,1,1,"3",1,"17",1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1024,0.49045212132595,0.897102389363816,0,"moderate",-3.49390162017065,-0.897102389363816,"2012",1612,20121612,0.1784,0.1784,0.1784,1,1,"3",9
"4160",0,1,1,1,1,1,1,0,2,0,0,2,1,1,1,0,69,0,7,1,1,1,"5",4,"17",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,4761,0.524254732591297,0.159736723507619,0,"moderate",0.237860174768167,-0.159736723507619,"2012",1613,20121613,0.9912,0.9912,0.9912,1,1,"3",10
"4161",0,1,1,1,1,1,1,0,2,1,1,1,1,1,0,0,83,0,5,1,0,1,"6",5,"39",0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,6889,0.558986559650087,0.756335596156537,0,"moderate",-2.7814896308261,-0.756335596156537,"2012",1614,20121614,0.466,0.466,0.466,1,1,"3",11
"4164",1,1,1,1,1,0,1,0,2,0,0,2,0,1,0,0,43,0,4,1,1,0,"6",5,"6",1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1849,0.346690108127098,0.340960990059152,0,"moderate",2.77186017615431,0.340960990059152,"2012",1617,20121617,1.0467,1.0467,1.0467,1,1,"3",10
"4166",1,1,1,1,1,0,0,0,1,0,0,2,1,1,0,0,42,0,1,1,1,1,"1",2,"17",1,2,0,0,0,0,1,0,0,0,0,1,0,1,1,1764,0.402807806702752,0.5458509283589,0,"moderate",-1.71623981234487,-0.5458509283589,"2012",1619,20121619,1.8686,1.8686,1.8686,1,1,"4",8
"4167",1,1,1,1,1,0,1,0,2,0,0,2,0,0,0,1,20,0,4,1,0,0,"3",5,"17",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,400,0.450686650166516,0.331472939685673,0,"moderate",-0.631286138949131,-0.331472939685673,"2012",1620,20121620,1.4596,1.4596,1.4596,1,1,"4",10
"4168",1,1,1,1,1,0,1,0,2,0,0,2,1,1,0,0,76,0,5,0,1,1,"7",5,"17",1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,5776,0.473598845947201,0.0514359689391529,0,"moderate",1.30659204322611,0.0514359689391529,"2012",1621,20121621,0.3788,0.3788,0.3788,1,1,"3",10
"4170",1,1,1,1,1,0,1,0,2,0,0,2,1,1,1,0,73,0,5,1,0,1,"7",3,"18",1,2,1,0,1,0,0,0,1,0,0,1,0,1,1,5329,0.389411606826109,0.524345113520226,0,"moderate",3.69995582451318,0.524345113520226,"2012",1623,20121623,0.8997,0.8997,0.8997,1,1,"3",10
"4171",1,1,1,1,1,0,0,0,2,0,0,1,1,1,1,1,68,0,5,1,1,1,"6",3,"34",1,2,1,0,0,0,1,0,1,0,1,0,0,1,1,4624,0.406986516836229,0.96480488787543,0,"moderate",5.92909536037364,0.96480488787543,"2012",1624,20121624,0.144,0.144,0.144,1,1,"4",8
"4172",0,0,0,0,0,5,1,1,2,1,1,2,1,1,1,0,58,0,1,1,1,1,"6",3,"18",1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,3364,0.555442896391029,1.11411247076407,0,"moderate",-4.59217615122802,-1.11411247076407,"2012",1625,20121625,0.1422,0.1422,0.1422,1,1,"4",13
"4173",1,0,1,1,0,2,1,1,1,1,1,2,1,1,1,0,57,0,1,1,1,1,"1",2,"45",1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,3249,0.395278636453426,0.655014414022638,0,"moderate",4.36126503101125,0.655014414022638,"2012",1626,20121626,0.0734,0.0734,0.0734,1,1,"4",12
"4174",0,1,1,1,1,1,1,0,2,0,0,2,1,1,0,1,34,0,1,1,1,1,"6",3,"37",1,2,0,0,1,0,1,0,1,0,0,1,0,0,1,1156,0.425032118299502,0.272228972889584,0,"moderate",2.42401171013624,0.272228972889584,"2008",402,20080402,0.2971,0.2971,0.2971,1,1,"4",10
"4175",0,1,1,1,1,1,1,0,2,0,0,2,1,1,0,0,56,0,7,1,1,1,"6",4,"18",1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,3136,0.559063878457573,0.728172362069072,0,"moderate",4.73151285804941,0.728172362069072,"2012",1627,20121627,0.182,0.182,0.182,1,1,"4",10
"4179",1,1,1,1,1,0,0,0,1,0,0,2,1,1,0,0,19,0,8,1,0,0,"3",2,"18",0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,361,0.476404895490891,0.163287047606334,0,"moderate",1.87266339889225,0.163287047606334,"2012",1631,20121631,0.6932,0.6932,0.6932,1,1,"4",8
"4180",0,1,1,1,1,1,1,0,2,1,0,2,1,1,0,0,51,0,1,1,0,1,"5",2,"18",0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,2601,0.427329999677835,1.00115169376313,0,"moderate",6.11304428539212,1.00115169376313,"2012",1632,20121632,0.704,0.704,0.704,1,1,"4",11
"4181",0,1,1,1,1,1,1,0,1,0,1,2,0,1,1,0,82,0,5,1,1,1,"3",3,"18",1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,6724,0.495338836460943,0.0532799369397468,0,"moderate",0.776631353467746,-0.0532799369397468,"2012",1633,20121633,0.3728,0.3728,0.3728,1,1,"4",10
"4182",0,1,1,0,1,2,1,0,1,1,1,1,1,1,0,0,58,0,1,1,1,1,"7",2,"18",1,2,1,0,0,0,1,0,1,0,1,0,0,1,1,3364,0.460839096848072,1.24508464574146,0,"moderate",7.34757379072562,1.24508464574146,"2012",1634,20121634,0.5996,0.5996,0.5996,1,1,"4",10
"4183",0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,18,0,1,0,0,1,"6",4,"18",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,324,0.497613209797872,0.199401488485808,0,"moderate",2.05543633904957,0.199401488485808,"2012",1635,20121635,2.7333,2.7333,2.7333,1,1,"4",9
"4185",1,1,1,1,1,0,1,0,2,0,0,1,1,1,0,1,54,0,1,1,0,0,"7",1,"6",0,2,1,0,1,1,0,1,0,0,0,1,0,1,1,2916,0.563767923816749,1.56141767207289,1,"left",-6.85595996733971,-1.56141767207289,"2008",403,20080403,0.7527,0.7527,0.7527,1,1,"4",9
"4186",1,1,1,1,1,0,0,0,2,0,0,2,1,1,0,0,66,0,5,1,1,0,"7",4,"49",1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,4356,0.694109818943759,2.03797657386191,1,"left",-9.267794942961,-2.03797657386191,"2012",1637,20121637,1.5955,1.5955,1.5955,1,1,"4",9
"4187",0,1,1,1,1,1,1,0,1,0,1,2,1,1,0,1,51,0,1,1,1,1,"5",4,"19",1,2,1,0,1,0,1,0,1,0,1,0,0,1,0,2601,0.403509880356522,1.18234265826508,0,"moderate",7.03004049260142,1.18234265826508,"2012",1638,20121638,0.1075,0.1075,0.1075,1,1,"4",10
"4189",1,1,1,1,1,0,1,0,1,1,1,2,1,1,1,1,55,0,6,1,0,1,"2",4,"19",0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,3025,0.58824067920673,0.281106589369384,0,"moderate",-0.376385171133406,-0.281106589369384,"2012",1640,20121640,0.8791,0.8791,0.8791,1,1,"4",11
"4190",1,1,1,1,1,0,1,0,2,0,0,2,0,1,0,0,69,0,5,1,1,0,"2",2,"19",0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,4761,0.43676496685806,0.190734440930382,0,"moderate",0.0809826539328902,-0.190734440930382,"2012",1641,20121641,0.2031,0.2031,0.2031,1,1,"4",10
"4191",0,1,1,1,1,1,1,0,1,1,0,2,1,1,0,0,53,0,1,1,1,1,"6",2,"19",1,2,1,0,0,0,1,0,1,0,0,1,0,1,1,2809,0.617177035142833,1.40689713966324,1,"right",8.16649676303399,1.40689713966324,"2012",1642,20121642,0.1568,0.1568,0.1568,1,1,"4",10
"4192",0,1,1,1,1,1,1,0,1,0,0,2,1,1,1,1,54,0,1,1,1,0,"7",4,"6",1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2916,0.228954422655173,0.22091770482021,0,"moderate",2.16432857231504,0.22091770482021,"2012",1643,20121643,1.5356,1.5356,1.5356,1,1,"4",9
"4193",0,1,1,1,1,1,0,0,2,0,0,2,1,1,0,0,43,0,1,1,1,1,"5",1,"19",0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,1849,0.369394340736801,0.034744079640206,0,"moderate",1.22211542917218,0.034744079640206,"2012",1644,20121644,1.0256,1.0256,1.0256,1,1,"4",9
"4196",0,0,1,1,0,3,1,0,1,1,1,1,1,0,1,1,53,0,1,1,0,0,"7",4,"5",0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2809,0.511668056751777,0.256886011091041,0,"moderate",2.3463619343028,0.256886011091041,"2008",404,20080404,0.9911,0.9911,0.9911,1,1,"4",10
"4197",0,1,1,1,1,1,0,0,1,0,0,2,1,1,1,1,33,0,1,1,0,1,"2",2,"19",0,2,1,0,1,0,0,0,0,0,0,1,0,1,1,1089,0.422166410936863,0.453176707952546,0,"moderate",-1.24722134416518,-0.453176707952546,"2012",1648,20121648,0.1798,0.1798,0.1798,1,1,"3",8
"4198",1,0,0,0,1,3,1,0,1,1,1,1,1,1,0,0,50,0,1,1,1,1,"2",2,"25",1,2,0,0,0,0,1,0,0,0,1,0,0,1,1,2500,0.437167633064791,1.10434910019202,0,"moderate",-4.54276433972432,-1.10434910019202,"2012",1649,20121649,0.2949,0.2949,0.2949,1,1,"3",10
"4199",1,1,1,1,1,0,1,0,2,0,0,2,1,1,0,1,48,0,1,1,1,1,"7",4,"22",1,2,1,0,0,0,1,0,1,0,0,1,0,1,1,2304,0.414687590196577,0.632016657831701,0,"moderate",-2.15231921252451,-0.632016657831701,"2012",1650,20121650,1.1648,1.1648,1.1648,1,1,"3",10
"4203",1,1,1,1,1,0,1,0,1,1,1,2,0,0,1,0,26,1,6,0,0,0,"2",1,"21",0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,676,0.380034580241256,0.510663662680355,0,"moderate",3.6307148523501,0.510663662680355,"2012",1654,20121654,0.1472,0.1472,0.1472,1,1,"3",11
"4204",0,1,1,1,1,1,1,0,1,0,0,2,1,1,0,0,22,0,8,0,0,1,"1",2,"21",0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,484,0.372632283759685,0.672922375244347,0,"moderate",-2.35934050535596,-0.672922375244347,"2012",1655,20121655,1.8811,1.8811,1.8811,1,1,"3",9
"4207",0,1,1,0,0,3,1,1,1,0,0,1,0,1,1,1,56,0,1,0,0,1,"1",2,"40",0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,3136,0.457001883437575,2.17347853126201,1,"right",12.0461175296961,2.17347853126201,"2008",405,20080405,0.8745,0.8745,0.8745,1,1,"4",9
"4209",1,1,1,1,1,0,0,0,2,0,0,2,1,1,1,1,22,0,1,0,0,1,"6",5,"21",0,2,1,0,1,1,0,0,0,0,1,0,0,1,1,484,0.468562297661534,0.289634443061614,0,"moderate",2.51209971262752,0.289634443061614,"2012",1659,20121659,3.3548,3.3548,3.3548,1,1,"3",9
"4210",0,1,1,0,1,2,1,0,1,0,0,2,1,1,1,1,42,0,1,1,1,0,"6",3,"25",1,2,1,0,0,0,1,0,1,0,1,0,0,1,1,1764,0.434349100738338,0.982520055231287,0,"moderate",-3.92619511694874,-0.982520055231287,"2012",1660,20121660,0.9548,0.9548,0.9548,1,1,"3",9
"4211",1,1,1,1,1,0,0,0,1,0,0,2,0,1,1,0,51,1,6,0,0,1,"7",2,"21",0,2,1,0,1,1,0,0,0,0,1,0,0,1,1,2601,0.586533605912443,1.14332066497393,0,"moderate",-4.73999700633246,-1.14332066497393,"2012",1661,20121661,1.4099,1.4099,1.4099,1,1,"3",8
"4212",1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,78,0,5,1,0,1,"4",3,"53",1,2,1,0,1,0,0,0,1,0,0,1,0,0,0,6084,0.439988003872786,0.735693012621773,0,"moderate",-2.6770187988483,-0.735693012621773,"2012",1662,20121662,0.1971,0.1971,0.1971,1,1,"2",7
"4213",1,1,1,1,1,0,0,0,2,0,0,1,0,1,0,0,21,0,8,1,0,0,"1",5,"28",0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,441,0.334192304045454,1.05210721249319,0,"moderate",6.37092699792301,1.05210721249319,"2012",1663,20121663,0.1828,0.1828,0.1828,1,1,"2",8
"4214",1,1,1,1,1,0,1,0,2,1,1,2,1,1,0,1,24,0,4,0,0,0,"4",2,"21",0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,576,0.517854945519699,0.911640128102669,0,"moderate",5.660031816268,0.911640128102669,"2012",1664,20121664,0.4182,0.4182,0.4182,1,1,"2",12
"4215",0,1,1,1,1,1,1,0,1,0,0,2,0,0,0,0,22,0,1,1,0,1,"5",5,"21",0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,484,0.280116185887257,0.302737902376574,0,"moderate",2.57841550561515,0.302737902376574,"2012",1665,20121665,0.2496,0.2496,0.2496,1,1,"2",9
"4216",0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,43,0,1,1,0,1,"5",4,"21",0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1849,0.461715331686951,0.0460787968268016,0,"moderate",0.813075875904638,-0.0460787968268016,"2012",1666,20121666,0.1251,0.1251,0.1251,1,1,"2",9
"4218",0,1,1,1,1,1,1,0,2,0,0,2,1,1,1,0,27,0,1,0,0,1,"1",1,"18",0,2,1,1,0,1,0,1,0,0,0,1,0,0,1,729,0.516709122501797,0.876792396074708,0,"moderate",-3.3911140067499,-0.876792396074708,"2008",406,20080406,0.7881,0.7881,0.7881,1,1,"4",10
"4221",0,1,1,1,1,1,0,0,2,0,0,2,0,1,0,0,25,0,8,0,1,1,"6",3,"22",0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,625,0.289504243414048,0.0395126050070802,0,"moderate",0.846306964502483,-0.0395126050070802,"2012",1670,20121670,0.3417,0.3417,0.3417,1,1,"2",9
"4223",1,1,1,1,1,0,1,0,2,0,1,2,1,1,0,0,19,1,1,1,0,1,"2",3,"4",0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,361,0.578925394647968,1.30760202201525,1,"left",-5.57141474140645,-1.30760202201525,"2012",1672,20121672,0.8803,0.8803,0.8803,1,1,"2",11
"4224",0,1,1,1,1,1,1,0,1,0,0,2,1,1,0,0,75,0,5,1,0,1,"7",3,"6",1,2,0,0,1,0,0,0,1,0,0,1,0,1,1,5625,0.406886204646661,0.603919372477095,0,"moderate",-2.01012059807443,-0.603919372477095,"2012",1673,20121673,2.2878,2.2878,2.2878,1,1,"2",9
"4226",1,1,1,1,1,0,1,0,2,1,0,2,1,1,0,0,19,0,8,0,0,0,"6",3,"48",0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,361,0.534636249536041,1.02897132743198,0,"moderate",-4.1612821178109,-1.02897132743198,"2012",1675,20121675,0.1214,0.1214,0.1214,1,1,"3",11
"4229",1,1,1,1,1,0,1,0,2,0,0,2,1,1,1,0,21,0,1,0,0,1,"4",3,"12",0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,441,0.43166456644888,1.33173114465492,1,"right",7.78608633515636,1.33173114465492,"2008",407,20080407,0.4644,0.4644,0.4644,1,1,"4",10
"4230",0,1,1,1,1,1,0,0,2,0,0,1,1,0,0,0,39,0,1,0,0,0,"4",4,"24",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1521,0.614545540536162,1.12299995170019,0,"moderate",-4.63715513973595,-1.12299995170019,"2012",1678,20121678,2.208,2.208,2.208,1,1,"3",8
"4232",1,1,1,1,1,0,0,0,2,0,0,2,0,1,1,1,57,0,6,0,0,1,"1",1,"24",0,2,0,1,0,1,0,0,1,0,0,1,0,0,1,3249,0.506911349894226,1.57077023990962,1,"left",-6.90329273173843,-1.57077023990962,"2012",1680,20121680,0.9848,0.9848,0.9848,1,1,"3",9
"4233",0,1,1,1,1,1,1,0,2,0,0,1,1,1,0,0,53,0,1,1,0,1,"2",2,"24",1,2,1,0,1,0,0,0,1,0,1,0,0,1,1,2809,0.6476124892799,0.0540974174869558,0,"moderate",1.32006146887174,0.0540974174869558,"2012",1681,20121681,2.1322,2.1322,2.1322,1,1,"3",9
"4234",1,1,1,1,1,0,0,0,2,0,0,2,0,1,1,0,29,0,1,1,1,1,"6",4,"18",0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,841,0.441967011492966,0.478163757195811,0,"moderate",-1.37367924701044,-0.478163757195811,"2012",1682,20121682,1.895,1.895,1.895,1,1,"3",9
"4235",0,1,1,1,1,1,0,0,2,0,0,2,1,1,0,0,32,0,1,1,1,1,"6",2,"24",1,2,1,0,0,0,1,0,1,0,0,1,0,0,1,1024,0.538199124835753,1.41269770782869,1,"left",-6.1032974738037,-1.41269770782869,"2012",1683,20121683,3.7256,3.7256,3.7256,1,1,"1",9
"4236",1,1,1,1,1,0,1,0,2,0,0,2,1,1,0,0,70,0,5,1,0,1,"7",2,"24",1,2,1,0,0,0,1,0,1,0,1,0,0,1,1,4900,0.596093195876759,0.710493382109417,0,"moderate",-2.54948503541576,-0.710493382109417,"2012",1684,20121684,3.6868,3.6868,3.6868,1,1,"1",10
"4238",0,1,1,1,1,1,1,0,2,0,0,2,1,1,1,0,34,0,1,0,1,0,"4",2,"6",1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1156,0.324906588279077,0.459849205600477,0,"moderate",3.37354604406139,0.459849205600477,"2012",1686,20121686,1.9362,1.9362,1.9362,1,1,"1",10
